,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,label
849,3.0,2.0,3.0,28,2,0,1,3,0,2,2,1,24130,1.0,16,1.0,1,0,0,3,3,1
850,2.0,3.0,2.0,22,0,2,17,2,1,3,7,1,97050,1.0,18,4.0,4,1,3,2,3,0
851,2.0,3.0,3.0,50,1,1,3,3,1,2,6,1,42940,2.0,20,32.0,30,12,13,2,4,0
852,2.0,4.0,3.0,32,2,1,3,2,1,3,6,1,47210,3.0,14,6.0,3,0,2,3,3,0
853,2.0,4.0,2.0,44,2,1,10,3,1,3,3,0,25190,0.0,21,23.0,22,1,10,3,4,0
854,2.0,2.0,2.0,30,2,1,4,3,0,1,5,1,21210,1.0,13,6.0,6,1,1,3,3,0
855,3.0,1.0,3.0,45,2,2,29,2,0,2,6,2,29730,1.0,12,10.0,10,1,4,3,3,0
856,1.0,1.0,3.0,45,0,2,2,4,1,2,4,1,58550,1.0,14,10.0,10,4,5,2,3,0
857,4.0,1.0,3.0,31,1,1,7,3,1,2,6,2,36170,7.0,21,10.0,5,0,3,3,4,0
858,3.0,3.0,3.0,36,2,1,18,1,1,2,4,1,67250,9.0,17,7.0,3,1,1,3,3,0
859,3.0,4.0,3.0,34,1,2,28,4,1,5,4,0,103250,1.0,11,9.0,9,7,2,2,3,0
860,3.0,1.0,2.0,49,2,1,1,4,1,3,0,1,69490,1.0,14,10.0,9,1,4,3,3,0
861,2.0,1.0,3.0,39,2,1,6,2,1,3,6,1,106090,2.0,17,10.0,7,7,7,3,3,0
862,4.0,1.0,3.0,27,2,1,2,1,1,4,6,0,44470,1.0,13,7.0,7,0,7,3,3,0
863,2.0,1.0,3.0,35,2,1,2,3,0,2,7,1,21570,1.0,25,16.0,16,1,10,2,4,0
864,2.0,1.0,2.0,28,2,1,23,3,1,3,4,0,46010,0.0,15,6.0,5,0,0,3,3,0
865,3.0,4.0,3.0,21,2,1,3,1,0,1,2,2,170990,1.0,14,3.0,2,2,2,3,3,0
866,2.0,4.0,4.0,18,1,1,3,5,1,1,5,2,24790,1.0,12,0.0,0,0,0,2,3,1
867,4.0,3.0,3.0,47,2,1,25,4,1,2,6,1,148520,3.0,19,27.0,5,1,0,2,3,0
868,3.0,3.0,3.0,39,2,2,2,4,1,1,2,0,72640,0.0,17,11.0,10,0,7,3,3,0
869,1.0,3.0,3.0,40,2,1,22,1,1,1,2,1,56660,1.0,14,18.0,18,14,12,3,3,0
870,3.0,3.0,3.0,35,0,1,29,3,0,2,7,1,78230,1.0,13,15.0,14,2,9,3,3,0
871,3.0,3.0,2.0,37,2,1,29,4,1,1,2,1,78800,3.0,12,9.0,4,0,2,4,3,0
872,1.0,3.0,1.0,39,1,1,2,3,0,2,3,2,131940,0.0,11,10.0,9,3,8,3,3,0
873,4.0,4.0,3.0,45,2,1,28,3,0,2,2,0,50670,1.0,11,10.0,10,3,9,2,3,0
874,4.0,3.0,4.0,38,2,1,2,4,0,3,7,1,50790,3.0,11,10.0,5,0,2,3,3,0
875,4.0,1.0,3.0,35,2,1,2,3,1,3,0,1,23210,9.0,12,15.0,13,6,0,3,3,1
876,2.0,2.0,1.0,37,2,1,22,3,0,2,0,1,174440,1.0,14,8.0,8,7,7,3,3,0
877,3.0,4.0,2.0,40,2,1,8,3,0,2,0,2,24040,6.0,17,18.0,4,3,3,2,3,0
878,1.0,4.0,3.0,44,1,2,2,2,1,1,2,1,34520,4.0,11,14.0,10,0,2,2,3,0
879,3.0,4.0,3.0,48,1,2,10,4,0,3,3,1,22700,2.0,14,23.0,2,2,2,3,3,0
880,1.0,4.0,3.0,24,1,1,15,3,1,2,6,2,54880,1.0,22,6.0,6,1,3,3,4,0
881,2.0,3.0,3.0,27,2,2,10,4,1,3,7,1,194190,7.0,14,5.0,3,0,2,1,3,0
882,4.0,4.0,2.0,27,1,1,7,3,1,1,6,2,28110,2.0,20,6.0,4,1,2,3,4,0
883,1.0,1.0,1.0,40,2,2,16,4,1,1,5,2,36330,3.0,16,10.0,4,0,3,3,3,1
884,3.0,3.0,3.0,29,2,1,20,1,0,2,3,2,41630,9.0,15,8.0,5,1,4,2,3,0
885,2.0,1.0,3.0,36,2,1,23,3,0,3,7,1,21320,4.0,20,9.0,3,0,2,2,4,0
886,4.0,3.0,3.0,25,1,2,5,1,1,4,4,0,139730,1.0,14,7.0,7,0,7,2,3,0
887,4.0,2.0,3.0,39,2,2,10,3,0,2,5,1,26840,4.0,12,7.0,5,1,0,3,3,0
888,1.0,2.0,3.0,49,2,2,4,2,1,2,5,1,108450,3.0,24,27.0,4,1,2,2,4,0
889,4.0,1.0,3.0,50,2,1,2,2,1,3,7,0,43770,5.0,12,19.0,14,1,11,2,3,0
890,3.0,3.0,3.0,20,2,1,18,4,0,2,7,2,37430,1.0,13,2.0,2,2,2,3,3,0
891,4.0,2.0,3.0,34,2,1,10,3,1,3,2,0,41480,1.0,11,11.0,11,7,9,3,3,0
892,1.0,2.0,3.0,36,2,1,1,3,0,2,0,2,10510,2.0,14,15.0,4,1,3,3,3,0
893,3.0,3.0,3.0,49,2,0,6,2,0,2,6,1,107390,2.0,11,30.0,15,2,12,3,3,0
894,4.0,3.0,3.0,36,0,1,8,4,1,4,2,1,103880,0.0,14,4.0,3,1,2,3,3,0
895,4.0,1.0,3.0,36,2,1,2,2,0,2,0,0,114160,6.0,16,13.0,5,0,4,3,3,0
896,2.0,3.0,3.0,54,2,2,24,3,1,1,2,1,26000,3.0,14,36.0,10,4,7,3,3,0
897,3.0,3.0,3.0,43,2,1,2,4,0,1,6,1,24220,1.0,11,14.0,14,6,11,3,3,0
898,4.0,4.0,4.0,35,1,1,17,4,1,1,5,2,54720,3.0,11,13.0,11,6,7,2,3,1
899,4.0,4.0,4.0,38,1,1,19,2,1,2,6,1,24510,7.0,12,19.0,13,2,9,3,3,0
900,1.0,2.0,2.0,29,2,1,1,2,1,2,8,0,42400,1.0,14,10.0,10,0,9,2,3,0
901,4.0,4.0,3.0,33,2,1,7,3,1,5,7,0,109990,1.0,18,6.0,6,0,4,2,3,0
902,1.0,4.0,3.0,31,2,1,28,4,0,2,7,1,127420,1.0,11,10.0,10,0,2,2,3,0
903,4.0,1.0,2.0,49,2,1,2,4,1,1,2,0,42270,4.0,18,17.0,2,2,2,2,3,0
904,4.0,2.0,3.0,38,1,2,29,2,0,1,7,2,39170,1.0,15,4.0,4,3,3,3,3,0
905,2.0,2.0,3.0,47,2,1,1,4,1,3,2,0,183030,6.0,22,29.0,3,1,2,2,4,0
906,3.0,3.0,3.0,49,2,1,21,3,1,2,4,2,23800,4.0,13,23.0,8,0,0,1,3,0
907,4.0,3.0,3.0,41,2,1,24,4,0,4,3,2,137260,3.0,12,21.0,2,0,2,4,3,0
908,4.0,1.0,3.0,20,2,1,1,3,1,1,8,2,47770,1.0,18,2.0,2,0,2,3,3,0
909,3.0,4.0,3.0,33,0,1,18,2,0,2,0,0,63850,1.0,13,7.0,6,1,2,2,3,0
910,1.0,3.0,2.0,36,2,1,2,2,1,3,7,1,199730,6.0,12,10.0,3,0,2,3,3,0
911,3.0,4.0,3.0,44,2,1,9,3,0,3,0,0,68610,4.0,12,8.0,2,2,2,2,3,0
912,4.0,3.0,3.0,23,2,0,6,3,0,3,2,2,49690,1.0,12,5.0,5,1,2,3,3,1
913,4.0,3.0,2.0,38,2,1,11,2,1,1,7,1,198450,7.0,11,7.0,0,0,0,3,3,0
914,2.0,4.0,3.0,53,2,1,24,3,1,4,5,1,133200,3.0,11,11.0,4,1,2,3,3,0
915,4.0,3.0,3.0,48,1,2,10,2,1,1,0,1,63470,2.0,12,19.0,9,7,7,1,3,1
916,4.0,2.0,3.0,32,2,2,1,3,1,2,6,2,27430,1.0,19,1.0,1,0,0,3,3,1
917,4.0,4.0,3.0,26,0,1,18,2,1,1,1,2,108800,1.0,23,7.0,7,5,7,3,4,0
918,1.0,2.0,3.0,55,2,1,23,1,1,5,2,0,23420,5.0,11,8.0,4,1,2,3,3,0
919,2.0,4.0,4.0,34,2,2,28,3,0,2,6,1,176500,1.0,19,15.0,15,4,13,1,3,0
920,3.0,4.0,4.0,60,2,2,17,4,1,1,3,0,40250,3.0,13,19.0,1,0,0,2,3,0
921,2.0,2.0,3.0,33,2,2,3,3,1,3,3,1,97250,1.0,11,14.0,14,2,13,3,3,0
922,3.0,4.0,2.0,37,1,1,13,3,1,1,2,0,119040,1.0,12,6.0,6,1,3,3,3,0
923,2.0,4.0,3.0,34,2,1,7,2,1,1,0,1,21770,1.0,13,10.0,10,8,7,3,3,0
924,3.0,4.0,3.0,23,2,1,12,2,1,2,6,0,75250,1.0,14,3.0,3,0,2,3,3,1
925,3.0,4.0,3.0,44,2,0,1,3,1,1,6,1,48340,1.0,14,9.0,8,6,7,4,3,0
926,1.0,4.0,4.0,35,1,1,13,3,1,3,7,2,20420,0.0,16,6.0,5,1,4,3,3,0
927,4.0,4.0,3.0,43,2,1,25,4,1,2,7,1,22200,1.0,11,10.0,10,8,8,1,3,0
928,3.0,3.0,3.0,24,2,1,6,3,1,3,7,1,10520,1.0,13,5.0,5,0,4,3,3,0
929,4.0,3.0,3.0,41,2,2,6,4,1,1,6,2,28210,1.0,17,10.0,10,8,7,3,3,0
930,4.0,3.0,3.0,29,2,1,2,2,1,2,6,1,192370,9.0,11,9.0,5,1,2,3,3,0
931,3.0,4.0,2.0,36,2,0,1,4,0,3,6,2,41070,3.0,11,17.0,13,6,7,1,3,0
932,3.0,3.0,2.0,45,0,2,2,3,0,2,4,1,83960,3.0,15,25.0,23,14,4,2,3,0
933,4.0,3.0,3.0,24,2,2,6,2,0,2,3,1,20070,1.0,12,1.0,1,0,0,2,3,1
934,3.0,3.0,1.0,47,1,1,1,3,0,2,7,1,196270,7.0,11,25.0,23,14,10,3,3,1
935,4.0,3.0,4.0,26,2,1,9,1,1,1,7,1,106860,1.0,14,3.0,3,0,2,3,3,0
936,4.0,2.0,3.0,45,2,1,1,4,1,1,5,2,29420,1.0,22,21.0,21,8,6,3,4,0
937,1.0,3.0,2.0,32,1,2,1,1,1,2,2,1,88580,6.0,16,10.0,5,1,3,3,3,0
938,2.0,3.0,4.0,31,2,1,14,2,1,1,7,1,167560,1.0,11,6.0,5,0,3,3,3,0
939,3.0,2.0,3.0,41,0,2,2,2,1,2,6,1,107980,6.0,14,10.0,3,1,2,1,3,0
940,2.0,1.0,3.0,40,2,1,22,2,1,1,0,1,23230,2.0,16,18.0,1,0,0,3,3,0
941,2.0,1.0,4.0,24,2,1,3,3,0,1,6,0,14160,1.0,15,6.0,6,1,2,2,3,0
942,3.0,2.0,3.0,46,2,1,6,3,1,4,7,2,46150,6.0,12,19.0,10,0,9,2,3,0
943,4.0,3.0,3.0,35,2,2,8,4,1,1,2,1,24610,2.0,20,17.0,7,0,7,3,4,0
944,2.0,4.0,2.0,30,2,2,9,4,1,1,2,1,87220,1.0,17,10.0,10,0,8,3,3,0
945,3.0,2.0,1.0,47,0,1,3,2,0,2,7,1,39550,7.0,12,4.0,1,0,0,3,3,0
946,3.0,4.0,2.0,46,2,1,1,4,0,3,7,0,99570,4.0,20,13.0,10,0,3,3,4,0
947,2.0,1.0,3.0,36,2,1,1,3,1,2,4,0,33760,5.0,20,16.0,2,2,2,3,4,1
948,1.0,2.0,3.0,32,2,1,26,3,0,2,5,2,88230,6.0,13,10.0,0,0,0,3,3,1
949,3.0,2.0,1.0,23,2,2,6,4,1,3,4,2,103220,1.0,14,3.0,3,1,2,3,3,0
950,4.0,4.0,2.0,31,1,2,3,3,1,2,7,2,46210,2.0,18,9.0,5,1,4,3,3,0
951,4.0,4.0,3.0,39,0,1,3,3,0,2,4,1,109760,1.0,11,9.0,9,5,8,2,3,0
952,4.0,3.0,1.0,32,2,1,6,3,1,1,6,1,36600,3.0,11,10.0,4,0,2,2,3,0
953,2.0,2.0,2.0,40,2,2,6,3,1,3,4,2,104820,1.0,11,21.0,21,12,8,2,3,0
954,3.0,3.0,4.0,45,2,1,19,4,1,1,8,1,71190,4.0,15,9.0,5,0,3,3,3,0
955,4.0,1.0,3.0,30,1,2,9,3,1,1,5,2,95820,0.0,12,10.0,9,0,7,3,3,0
956,3.0,4.0,2.0,30,1,1,10,3,0,1,1,0,22070,6.0,14,6.0,4,1,2,3,3,1
957,1.0,3.0,3.0,31,2,1,3,2,1,3,2,1,77560,1.0,15,6.0,5,0,2,4,3,0
958,3.0,4.0,2.0,27,2,2,3,3,1,1,3,2,66940,1.0,13,6.0,6,1,4,2,3,0
959,2.0,2.0,3.0,29,2,2,4,3,1,5,6,2,36910,1.0,13,2.0,2,2,2,3,3,1
960,4.0,3.0,4.0,29,1,1,8,4,0,1,7,2,23770,8.0,21,10.0,3,0,2,3,4,0
961,3.0,1.0,3.0,30,2,2,7,3,1,3,7,0,23130,2.0,11,12.0,7,1,7,3,3,0
962,4.0,4.0,3.0,34,2,1,1,2,0,2,0,1,176650,0.0,11,6.0,5,1,2,2,3,0
963,4.0,2.0,2.0,33,0,1,2,4,1,1,8,2,25960,8.0,14,13.0,11,1,7,3,3,0
964,4.0,4.0,4.0,49,2,2,3,4,1,1,7,2,47280,3.0,11,8.0,5,0,4,3,3,0
965,1.0,1.0,2.0,33,2,1,10,3,1,1,7,2,43020,2.0,13,11.0,0,0,0,1,3,1
966,3.0,2.0,2.0,38,1,1,28,3,1,1,0,1,29790,4.0,12,9.0,6,0,5,3,3,0
967,1.0,3.0,3.0,31,2,0,9,4,1,2,2,1,168850,2.0,14,10.0,1,0,0,3,3,1
968,4.0,1.0,3.0,29,2,1,3,4,0,2,8,0,55930,1.0,13,1.0,1,0,0,3,3,0
969,3.0,3.0,3.0,30,2,1,2,1,1,1,8,1,104450,3.0,18,10.0,7,1,7,3,3,0
970,2.0,2.0,3.0,32,0,1,10,4,0,1,2,2,87400,2.0,11,12.0,7,0,7,3,3,0
971,2.0,4.0,3.0,38,2,1,8,2,0,1,4,1,25140,3.0,11,15.0,1,1,0,2,3,0
972,3.0,3.0,3.0,43,1,1,1,4,1,3,7,1,76550,9.0,12,6.0,1,0,0,3,3,1
973,2.0,2.0,2.0,42,2,0,1,3,0,1,0,0,174650,8.0,13,7.0,5,0,4,3,3,0
974,3.0,1.0,3.0,55,2,1,3,2,0,1,7,1,73510,8.0,20,34.0,1,0,0,3,4,0
975,4.0,2.0,2.0,33,0,1,14,3,1,1,6,0,108200,5.0,12,11.0,9,1,7,3,3,0
976,3.0,1.0,3.0,41,2,1,5,3,1,1,8,0,121690,1.0,19,5.0,5,0,4,3,3,0
977,4.0,3.0,3.0,34,0,1,7,4,0,1,6,0,196260,1.0,21,15.0,15,0,7,2,4,0
978,1.0,3.0,2.0,53,0,1,10,4,1,2,0,1,20700,4.0,13,27.0,3,0,2,4,3,0
979,2.0,4.0,3.0,43,2,2,16,2,0,1,2,2,67820,0.0,16,10.0,9,1,8,3,3,0
980,4.0,4.0,3.0,34,2,2,10,2,0,5,7,2,77790,5.0,12,6.0,2,2,2,3,3,0
981,2.0,2.0,3.0,21,2,2,1,2,1,5,0,2,27910,1.0,14,1.0,1,1,0,4,3,1
982,4.0,3.0,3.0,38,2,1,8,2,0,2,7,1,32010,1.0,11,5.0,5,0,4,2,3,0
983,3.0,1.0,3.0,22,2,1,1,3,1,4,6,1,49680,1.0,14,1.0,1,0,0,3,3,1
984,1.0,4.0,3.0,31,2,1,8,5,1,5,7,1,131200,1.0,12,13.0,12,5,7,2,3,0
985,1.0,3.0,3.0,51,2,1,1,4,0,1,3,1,40330,2.0,14,15.0,2,2,2,3,3,0
986,2.0,2.0,3.0,37,2,1,24,1,1,2,7,1,32910,1.0,16,5.0,5,0,3,2,3,0
987,3.0,4.0,3.0,46,2,2,3,4,0,1,8,0,42720,7.0,13,24.0,2,2,2,4,3,0
988,4.0,1.0,3.0,36,2,1,27,3,0,4,6,1,50560,7.0,12,15.0,12,5,7,2,3,0
989,3.0,2.0,2.0,44,1,2,10,4,1,1,6,0,28440,1.0,12,6.0,5,2,3,4,3,1
990,3.0,2.0,2.0,37,2,1,19,2,1,2,7,0,27030,2.0,14,19.0,10,4,7,3,3,0
991,3.0,4.0,3.0,35,2,1,15,4,1,2,6,2,19040,1.0,22,10.0,10,7,7,3,4,1
992,4.0,1.0,3.0,33,2,1,8,5,1,2,2,1,82240,6.0,19,14.0,10,7,6,3,3,0
993,3.0,4.0,4.0,28,2,2,9,3,0,2,7,1,47660,1.0,12,5.0,5,0,3,3,3,0
994,3.0,3.0,3.0,39,2,2,3,4,0,2,2,2,26100,7.0,12,9.0,4,2,2,2,3,0
995,2.0,2.0,3.0,46,0,1,9,2,1,2,4,2,57310,8.0,17,6.0,2,2,2,3,3,0
996,3.0,1.0,2.0,40,2,1,2,2,1,1,5,1,25390,4.0,12,7.0,4,0,2,3,3,0
997,2.0,1.0,2.0,42,2,1,7,4,0,2,2,1,57140,5.0,11,10.0,0,0,0,3,3,0
998,2.0,4.0,3.0,35,0,2,10,1,0,2,5,0,43230,2.0,18,15.0,7,1,7,3,3,0
999,1.0,2.0,3.0,38,0,2,6,4,1,3,7,0,73360,5.0,11,13.0,11,3,8,3,3,0
1000,4.0,1.0,2.0,34,1,1,2,1,1,1,4,1,134990,4.0,23,11.0,7,0,7,4,4,1
1001,4.0,1.0,1.0,37,2,1,24,3,1,1,2,2,137580,1.0,11,10.0,10,0,8,3,3,1
1002,3.0,4.0,3.0,39,1,1,2,1,1,2,0,0,51550,2.0,18,7.0,2,2,2,2,3,0
1003,1.0,3.0,2.0,43,0,0,8,5,0,3,7,2,22580,4.0,18,7.0,3,1,2,3,3,0
1004,2.0,2.0,1.0,41,2,1,3,3,1,3,6,2,35970,3.0,13,11.0,3,1,2,1,3,0
1005,3.0,3.0,4.0,41,2,1,1,1,1,3,2,0,25150,0.0,18,23.0,22,13,5,2,3,0
1006,1.0,3.0,3.0,30,2,2,26,3,0,2,3,2,44200,9.0,11,9.0,7,0,2,3,3,0
1007,4.0,2.0,3.0,26,2,0,2,1,0,3,7,1,65780,0.0,15,6.0,5,1,4,2,3,1
1008,4.0,2.0,4.0,46,2,1,10,3,1,1,7,1,44220,4.0,11,13.0,9,3,7,3,3,1
1009,3.0,4.0,3.0,40,2,2,27,2,0,3,7,0,102740,4.0,18,12.0,5,0,3,3,3,0
1010,2.0,3.0,3.0,34,2,1,2,3,1,2,2,1,53430,1.0,14,10.0,10,4,8,2,3,0
1011,2.0,2.0,2.0,58,0,1,2,4,1,1,2,0,23760,4.0,12,37.0,16,14,14,3,3,0
1012,2.0,3.0,4.0,35,2,1,8,1,0,3,4,1,53460,0.0,14,6.0,5,0,3,2,3,0
1013,3.0,2.0,3.0,47,2,1,19,5,0,2,6,0,28270,8.0,14,28.0,22,14,10,3,3,0
1014,2.0,1.0,3.0,40,2,1,1,4,1,2,3,0,199430,2.0,13,15.0,7,7,7,3,3,0
1015,4.0,4.0,2.0,54,2,2,27,4,1,1,6,1,31310,4.0,14,14.0,7,1,7,2,3,0
1016,1.0,1.0,3.0,31,1,2,8,4,0,3,4,1,25520,2.0,18,9.0,3,2,2,3,3,0
1017,3.0,1.0,3.0,28,2,2,1,2,1,3,3,1,44770,1.0,15,3.0,3,1,2,3,3,0
1018,2.0,4.0,2.0,38,2,1,19,3,0,2,4,1,64740,2.0,13,20.0,4,0,3,1,3,0
1019,3.0,4.0,3.0,26,2,2,8,3,0,1,0,2,30330,1.0,12,5.0,5,1,2,2,3,0
1020,1.0,3.0,3.0,58,1,1,10,4,0,1,8,1,29360,2.0,13,23.0,2,2,2,3,3,0
1021,2.0,3.0,1.0,18,0,1,2,3,1,3,8,2,186060,1.0,24,0.0,0,0,0,3,4,0
1022,4.0,1.0,3.0,31,2,1,2,3,1,3,2,1,21680,0.0,14,2.0,1,0,0,3,3,1
1023,1.0,1.0,3.0,29,2,1,8,2,1,1,3,0,28530,4.0,14,4.0,2,2,0,2,3,1
1024,3.0,3.0,4.0,45,0,2,1,4,1,1,6,1,170480,4.0,15,10.0,8,5,7,2,3,0
1025,4.0,2.0,3.0,36,2,2,2,3,0,5,2,1,22900,4.0,11,15.0,1,0,0,3,3,0
1026,1.0,4.0,3.0,43,1,2,8,3,1,1,5,1,36000,1.0,23,7.0,7,7,7,3,4,0
1027,4.0,4.0,2.0,27,1,2,8,4,1,5,6,2,21070,0.0,13,6.0,5,0,2,3,3,0
1028,4.0,4.0,4.0,29,1,1,6,2,1,1,1,1,41150,1.0,11,11.0,11,3,10,3,3,0
1029,4.0,4.0,4.0,32,1,2,9,4,1,4,7,2,43270,8.0,13,4.0,0,0,0,3,3,0
1030,3.0,3.0,2.0,42,0,1,11,3,1,1,3,1,178560,3.0,18,10.0,6,3,3,3,3,0
1031,2.0,3.0,3.0,47,2,2,2,2,0,5,3,2,31960,4.0,14,7.0,2,2,0,2,3,0
1032,4.0,4.0,2.0,46,2,0,1,3,0,1,2,0,190810,3.0,21,12.0,9,4,7,3,4,0
1033,3.0,4.0,3.0,28,0,1,7,3,1,1,7,0,89660,1.0,16,3.0,3,2,2,2,3,0
1034,4.0,3.0,3.0,29,2,1,16,3,0,1,4,0,22100,8.0,11,11.0,7,1,6,3,3,0
1035,4.0,3.0,3.0,42,2,2,2,4,0,2,5,2,45390,4.0,17,8.0,0,0,0,3,3,0
1036,3.0,2.0,2.0,32,2,1,1,1,1,2,2,2,27410,7.0,11,7.0,2,2,2,3,3,1
1037,1.0,1.0,3.0,46,2,1,23,1,1,2,2,0,34910,2.0,14,25.0,19,2,8,3,3,0
1038,2.0,3.0,3.0,27,2,2,2,3,0,5,6,1,45410,1.0,14,9.0,9,5,8,4,3,0
1039,4.0,2.0,3.0,29,2,1,1,2,1,3,7,1,26780,1.0,25,1.0,1,0,0,3,4,0
1040,1.0,3.0,3.0,43,2,1,1,3,1,1,4,1,73790,7.0,13,21.0,16,6,14,2,3,0
1041,4.0,2.0,3.0,48,2,1,2,3,0,2,3,1,62720,4.0,14,29.0,22,12,9,2,3,0
1042,4.0,4.0,2.0,29,1,1,13,2,0,1,2,2,52200,1.0,17,1.0,1,1,0,2,3,1
1043,3.0,2.0,3.0,46,2,1,4,4,0,2,8,1,27430,5.0,25,14.0,8,0,7,4,4,1
1044,4.0,1.0,2.0,27,1,1,16,4,1,3,0,1,49980,0.0,20,8.0,7,7,3,3,4,0
1045,2.0,4.0,4.0,55,2,1,2,3,0,1,1,1,27810,8.0,13,19.0,5,0,4,3,3,0
1046,2.0,2.0,3.0,28,2,1,29,2,1,2,2,1,68520,1.0,18,1.0,1,0,0,4,3,0
1047,2.0,4.0,2.0,30,2,2,12,4,0,2,7,2,49500,1.0,12,1.0,1,0,0,3,3,1
1048,4.0,2.0,3.0,22,2,1,16,2,0,2,2,2,35790,1.0,19,1.0,1,0,0,3,3,1
1049,2.0,3.0,3.0,36,2,1,11,3,1,1,7,1,131910,1.0,14,10.0,10,1,7,2,3,0
1050,2.0,3.0,3.0,31,2,1,2,4,0,5,3,0,103770,1.0,14,10.0,10,0,2,3,3,0
1051,3.0,4.0,3.0,34,2,2,14,2,0,1,7,1,22350,2.0,14,9.0,5,1,0,3,3,0
1052,4.0,1.0,3.0,29,2,1,5,5,0,1,7,2,105020,3.0,12,11.0,3,1,2,2,3,0
1053,4.0,1.0,3.0,37,2,1,7,2,1,1,4,1,20110,5.0,13,16.0,5,0,4,4,3,0
1054,4.0,2.0,3.0,35,2,2,2,1,1,2,2,1,18590,0.0,25,4.0,3,0,2,2,4,0
1055,2.0,4.0,2.0,45,2,1,3,3,0,2,7,1,37600,0.0,14,10.0,9,3,8,2,3,0
1056,2.0,4.0,2.0,36,1,1,5,3,0,4,4,2,177790,1.0,17,10.0,10,0,8,1,3,0
1057,1.0,1.0,3.0,40,2,1,3,3,1,1,7,0,68330,2.0,13,22.0,19,11,16,3,3,0
1058,2.0,3.0,2.0,26,2,1,26,2,1,2,1,1,68120,1.0,13,1.0,1,1,0,2,3,0
1059,4.0,4.0,3.0,48,1,1,2,3,1,2,5,0,197400,3.0,14,24.0,22,4,7,4,3,0
1060,2.0,1.0,3.0,44,2,2,1,2,1,4,3,1,187110,2.0,12,10.0,2,2,2,3,3,0
1061,4.0,1.0,3.0,34,0,1,27,2,0,1,8,1,36920,1.0,12,5.0,5,3,0,3,3,1
1062,1.0,4.0,3.0,56,2,0,1,2,0,5,7,2,25590,1.0,21,5.0,4,1,0,3,4,1
1063,3.0,2.0,1.0,36,2,1,13,3,0,3,0,1,25170,2.0,14,12.0,4,1,3,3,3,0
1064,3.0,2.0,3.0,41,2,1,5,3,0,1,7,1,66230,5.0,18,14.0,5,1,4,3,3,0
1065,3.0,1.0,4.0,42,2,1,7,3,0,2,7,1,182650,9.0,12,18.0,13,5,7,3,3,0
1066,3.0,4.0,3.0,31,2,2,9,4,0,1,7,0,161240,2.0,23,8.0,5,1,4,2,4,0
1067,4.0,4.0,2.0,34,2,1,8,1,0,3,2,1,25850,3.0,12,9.0,4,0,1,3,3,0
1068,1.0,3.0,2.0,31,2,2,25,2,0,3,4,0,182130,8.0,21,4.0,2,2,2,4,4,0
1069,2.0,3.0,3.0,45,1,1,8,4,0,2,3,2,29940,4.0,18,12.0,4,0,3,3,3,0
1070,2.0,3.0,2.0,33,2,2,1,3,0,5,7,2,12230,1.0,13,10.0,10,0,9,3,3,0
1071,3.0,4.0,3.0,28,1,2,8,3,1,4,6,1,11180,1.0,11,7.0,7,0,7,3,3,0
1072,3.0,1.0,3.0,29,1,0,2,4,1,2,7,2,28750,1.0,11,1.0,1,0,0,3,3,1
1073,1.0,3.0,3.0,39,0,1,8,5,0,2,8,1,188240,6.0,19,10.0,3,1,2,3,3,0
1074,2.0,2.0,2.0,27,2,2,3,2,1,2,0,1,135770,1.0,12,6.0,5,1,2,3,3,0
1075,3.0,4.0,3.0,34,1,1,9,4,0,2,4,1,26250,1.0,12,16.0,15,6,11,3,3,0
1076,4.0,3.0,3.0,28,2,1,25,3,1,1,5,2,187890,3.0,16,6.0,2,2,2,3,3,1
1077,3.0,2.0,4.0,47,0,1,1,4,1,1,6,1,45380,8.0,11,16.0,8,1,7,3,3,0
1078,4.0,1.0,3.0,56,2,1,4,3,0,2,7,1,198470,4.0,14,6.0,0,0,0,3,3,0
1079,1.0,1.0,3.0,39,2,1,1,3,0,1,2,1,105120,1.0,12,10.0,10,7,9,3,3,0
1080,4.0,2.0,3.0,38,1,1,4,2,0,1,3,0,44440,1.0,13,20.0,20,0,7,3,3,0
1081,4.0,4.0,2.0,58,2,2,5,3,1,5,8,1,21540,4.0,21,29.0,1,0,0,3,4,0
1082,1.0,3.0,3.0,32,1,1,9,3,1,2,2,2,191900,3.0,17,8.0,4,0,3,3,3,1
1083,2.0,4.0,4.0,38,2,1,3,4,0,1,8,0,44900,2.0,21,10.0,5,0,3,3,4,0
1084,2.0,4.0,3.0,49,1,2,11,4,1,2,6,1,35060,3.0,11,28.0,5,4,3,2,3,0
1085,2.0,4.0,3.0,42,2,2,1,3,0,1,7,0,23720,3.0,12,14.0,0,0,0,3,3,0
1086,1.0,2.0,3.0,27,1,2,8,1,1,4,2,1,102310,1.0,13,1.0,1,0,0,3,3,1
1087,2.0,1.0,1.0,35,2,1,25,1,1,1,7,1,54100,0.0,18,6.0,5,0,4,3,3,0
1088,3.0,3.0,2.0,28,0,1,21,1,1,3,6,2,79780,1.0,16,5.0,5,1,4,3,3,0
1089,3.0,1.0,4.0,31,0,2,23,1,1,1,7,0,38670,1.0,11,4.0,4,2,3,4,3,0
